time,open_price,high_price,low_price,close_price,volume
2022-05-18 14:00:00,29520.05,29634.13,28601.94,29452.0,1783.39840878
2022-05-17 14:00:00,30541.03,30733.61,29428.6,29520.05,1473.12043395
2022-05-16 14:00:00,29875.67,30735.05,29069.97,30541.03,1241.47553919
2022-05-15 14:00:00,30258.24,31402.25,29286.14,29875.67,1243.0249102
2022-05-14 14:00:00,29023.33,30537.52,28588.52,30258.24,1114.19298475
2022-05-13 14:00:00,30687.14,30980.4,28768.87,29023.33,1593.09909083
2022-05-12 14:00:00,28296.93,30960.83,27716.8,30687.14,4319.40014833
2022-05-11 14:00:00,29258.68,31955.14,25390.11,28296.93,9130.80234221
2022-05-10 14:00:00,32159.77,32354.15,29000.0,29258.68,4048.52594821
2022-05-09 14:00:00,32850.0,33394.45,29746.41,32159.77,5343.24810505
2022-05-08 14:00:00,34619.53,34721.0,32626.19,32850.0,1852.79582914
